,Unnamed: 0,FIPS,State,County,Year,n_crops,area_km2,Month,corn_bu_production_t,corn_tons_production_t,cotton_production_t,oats_production_t,peanuts_production_t,rice_production_t,soybeans_production_t,wheat_production_t
362,587,US13163,GEORGIA,JEFFERSON,2023,4,1366.602072879094,4,76203.60878518748,,5769.701808021337,,18665.34822327657,,4082.336184920757,
363,588,US27051,MINNESOTA,GRANT,2019,4,1489.8666662739947,5,539800.9634313396,45359.29094356397,,,,,107964.18430387096,15512.877502698875
364,589,US37065,NORTH CAROLINA,EDGECOMBE,2024,4,1314.2742424335902,10,11582.948535348496,,9275.06781213996,,15739.673957416697,,42891.74551623409,
365,591,US05111,ARKANSAS,POINSETT,2023,5,1976.6125236062207,10,169222.81390897298,,11626.493454654315,,,385145.7394018017,261949.905199082,13145.122515444838
366,592,US28133,MISSISSIPPI,SUNFLOWER,2019,4,1832.3156095056604,7,311469.5503079896,,7250.229064419265,,,40823.36184920758,310257.5500539776,
367,594,US36069,NEW YORK,ONTARIO,2021,4,1717.2783416885034,7,121824.16924458636,253104.84346508692,,1000.0816467236984,,,37639.13962496938,
368,595,US26051,MICHIGAN,GLADWIN,2022,4,1336.614356788785,6,23673.92112926491,,,219.1760938393011,,,15050.212735074523,5089.312443867878
369,597,US37051,NORTH CAROLINA,CUMBERLAND,2021,4,1708.586179346146,8,38533.62484237646,,1741.7967722328565,,,,15431.230779000463,4871.58784733877
370,599,US37117,NORTH CAROLINA,MARTIN,2023,5,1240.831913954528,7,21387.81286570928,,10908.002286108263,,17708.267184367374,,22752.22033729169,12573.595449555933
371,600,US29069,MISSOURI,DUNKLIN,2024,4,1441.725433121248,7,89285.22829331132,,73220.7818127387,,,100470.8294399942,114087.68858125208,
372,601,US26105,MICHIGAN,MASON,2019,4,1362.9403619522382,7,42928.03294898894,,,1233.77271366494,,,6123.504277381136,6014.641979116583
373,602,US29155,MISSOURI,PEMISCOT,2024,4,1265.964341164388,7,85932.26950676307,,21358.782919505404,,,169144.79592855007,208988.39709337664,
374,603,US22029,LOUISIANA,CONCORDIA,2022,4,1892.4825494055688,4,64950.87588790812,,5334.252614963123,,,10995.092124719908,149712.87568832724,
375,604,US37085,NORTH CAROLINA,HARNETT,2023,5,1555.8934941288917,8,27941.323221235405,,1617.6937522112655,,1827.0722392067569,,18125.57266104816,10559.642931661692
376,605,US36099,NEW YORK,SENECA,2021,4,1006.0511116692464,8,100360.1527700919,63503.00732098956,,798.3235206067259,,,38020.15766889532,
377,606,US37079,NORTH CAROLINA,GREENE,2021,4,686.1747057306366,5,42038.990846495086,,2220.790884596892,,,,28766.86231640827,11729.912638005642
378,608,US37085,NORTH CAROLINA,HARNETT,2023,5,1555.8934941288917,4,27941.323221235405,,1617.6937522112655,,1827.0722392067569,,18125.57266104816,10559.642931661692
379,609,US17003,ILLINOIS,ALEXANDER,2022,4,660.4323943514078,7,19482.7226460796,,,,,,58078.0361241393,3048.1443514074986
380,611,US05111,ARKANSAS,POINSETT,2024,4,1976.6125236062207,6,113568.77829285772,,17809.871996080958,,,394761.9090818373,274305.77605210873,
381,612,US27037,MINNESOTA,DAKOTA,2023,4,1566.226685717247,4,386022.08090283134,23496.112708766137,,,,,60500.222260525625,1096.787655015377
382,617,US37065,NORTH CAROLINA,EDGECOMBE,2019,4,1314.2742424335902,10,,,12192.577405629994,,11249.104154003864,,33311.86326895338,11621.050339741088
383,618,US27147,MINNESOTA,STEELE,2019,4,1118.5062216795588,9,465858.0617067794,27215.574566138384,,149.50422294998685,,,93757.65438034672,
384,619,US17003,ILLINOIS,ALEXANDER,2022,4,660.4323943514078,4,19482.7226460796,,,,,,58078.0361241393,3048.1443514074986
385,620,US37079,NORTH CAROLINA,GREENE,2020,5,686.1747057306366,9,39575.074162440695,,2220.790884596892,,6531.737895873212,,28658.00001814372,9906.469142074371
386,623,US36011,NEW YORK,CAYUGA,2020,4,1915.8763779598128,5,118674.42008146529,564269.5793379358,,1246.8361894566865,,,45912.67429307545,
387,624,US36121,NEW YORK,WYOMING,2019,4,1515.9040249607046,9,75365.3690885504,523446.2174887282,,2075.641153577488,,,4789.941123640355,
388,625,US27143,MINNESOTA,SIBLEY,2019,4,1502.9567886293812,6,709328.5917754534,,,329.48988941404866,,,145875.47967450172,666.7815768703904
389,626,US13131,GEORGIA,GRADY,2020,4,1194.3670503403414,5,40260.90664150738,,8447.714345329354,,24884.1070116392,,1899.6471047164591,
390,627,US27139,MINNESOTA,SCOTT,2021,4,1019.2749316773704,10,169502.2271411853,34745.21686277,,,,,55791.92786058368,117.02697063439504
391,629,US36069,NEW YORK,ONTARIO,2019,4,1717.2783416885034,5,100537.96119059066,223167.71144233475,,1930.4914225580824,,,25038.32860084731,
392,630,US26023,MICHIGAN,BRANCH,2022,4,1350.0949415248183,8,344135.4972739066,,,159.66470412134518,,,109161.66958478103,5007.665720169463
393,632,US37079,NORTH CAROLINA,GREENE,2019,4,686.1747057306366,4,31802.30606635157,,4681.078825375802,,,,30100.42547014905,5116.528018434015
394,634,US26087,MICHIGAN,LAPEER,2019,4,1717.402571194873,9,93222.41474721266,,,121.92577405629996,,,28440.27542161461,8736.199435730421
395,635,US37191,NORTH CAROLINA,WAYNE,2024,4,1445.7253956389366,5,33148.56982155655,,2081.447142818264,,12655.242173254348,,52743.78350917618,
396,636,US28083,MISSISSIPPI,LEFLORE,2019,4,1554.8533931869574,6,299835.7993667843,,22251.453765274742,,,12065.571390988018,145385.59933231125,
397,637,US37041,NORTH CAROLINA,CHOWAN,2020,5,457.4330665374321,8,14732.697698469578,,3113.4617303662308,,10432.636917019712,,25909.22698696374,6286.797724777966
398,638,US37073,NORTH CAROLINA,GATES,2021,5,870.7916140341629,4,22784.879026771054,,5660.839509756784,,6504.522321307073,,25011.11302628117,4327.276356016003
399,639,US27165,MINNESOTA,WATONWAN,2023,4,1140.1698162091748,10,664038.2469541236,,,265.6240077655106,,,158095.27265469785,340.19468207672975
400,640,US29069,MISSOURI,DUNKLIN,2024,4,1441.725433121248,4,89285.22829331132,,73220.7818127387,,,100470.8294399942,114087.68858125208,
401,642,US13243,GEORGIA,RANDOLPH,2022,4,1114.1608799696392,10,55730.23922490043,,6139.833622120819,,16497.174116174217,,7565.92972938647,
402,645,US36069,NEW YORK,ONTARIO,2019,4,1717.2783416885034,10,100537.96119059066,223167.71144233475,,1930.4914225580824,,,25038.32860084731,
403,648,US28083,MISSISSIPPI,LEFLORE,2023,5,1554.8533931869574,5,333517.7944498372,,8708.983861164283,,,23586.831290653263,216472.6800990647,5742.486233455199
404,649,US36123,NEW YORK,YATES,2023,4,975.4061359807296,9,31370.485616568843,85275.46697390027,,389.0012791320046,,,8736.199435730421,
405,651,US26121,MICHIGAN,MUSKEGON,2022,4,1343.113150700695,4,43105.84136948771,,,126.2802659868821,,,8899.49288312725,5143.743593000154
406,654,US27139,MINNESOTA,SCOTT,2021,4,1019.2749316773704,9,169502.2271411853,34745.21686277,,,,,55791.92786058368,117.02697063439504
407,655,US27019,MINNESOTA,CARVER,2023,5,936.78990524806,6,249973.23801834328,42093.42199562737,,194.5006395660023,,,68909.83480146238,688.5540365233011
408,657,US26059,MICHIGAN,HILLSDALE,2019,4,1567.8902679206726,4,171712.13179595576,,,452.8671607805427,,,67494.62492402318,15159.07503333908
409,658,US37085,NORTH CAROLINA,HARNETT,2023,5,1555.8934941288917,6,27941.323221235405,,1617.6937522112655,,1827.0722392067569,,18125.57266104816,10559.642931661692
410,659,US27125,MINNESOTA,RED LAKE,2020,4,1120.8119373759534,9,42343.80528163584,64410.19313986084,,,,,75251.06367537263,98411.51763115638
411,661,US37073,NORTH CAROLINA,GATES,2019,5,870.7916140341629,10,21819.63331549201,,7380.863822336729,,8073.953787954387,,20248.38747720696,8191.887944407653
412,662,US36121,NEW YORK,WYOMING,2021,4,1515.9040249607046,9,105135.57892063032,541589.9338661538,,1770.826718436737,,,6803.893641534595,
413,663,US27131,MINNESOTA,RICE,2022,5,1336.122225050178,6,463038.52818172745,24403.298527637417,,1509.557202601809,,,121408.67813954332,672.224691783618
414,665,US17009,ILLINOIS,BROWN,2024,4,783.820987597979,7,154642.52342807376,,,,,,67276.90032749408,1869.7099726937067
415,666,US27159,MINNESOTA,WADENA,2021,4,1407.7037680342423,7,43004.23655777413,68038.93641534596,,,,,10750.15195362466,525.2605891264708
416,667,US27161,MINNESOTA,WASECA,2023,4,1121.24570808701,10,569444.1672487776,3175.150366049478,,296.1054512795856,,,151971.76837731674,
417,668,US37127,NORTH CAROLINA,NASH,2021,4,1405.0482211020144,8,21286.2080539957,,2612.6951583492846,,,,26290.24503088968,4735.509974508079
418,669,US27157,MINNESOTA,WABASHA,2020,5,1461.3897490624822,5,416859.14125790383,325679.7089747893,,5080.240585679165,,,69290.85284538832,
419,670,US37015,NORTH CAROLINA,BERTIE,2024,4,1774.9011263630698,8,22480.064591630304,,17004.29098892326,,21291.651168908928,,33175.78539612269,
420,675,US26127,MICHIGAN,OCEANA,2022,4,1433.947141610157,9,50497.5914216509,,,409.3222414747213,,,4191.198483185311,4218.414057751449
421,677,US36121,NEW YORK,WYOMING,2021,4,1515.9040249607046,8,105135.57892063032,541589.9338661538,,1770.826718436737,,,6803.893641534595,
422,680,US37085,NORTH CAROLINA,HARNETT,2023,5,1555.8934941288917,5,27941.323221235405,,1617.6937522112655,,1827.0722392067569,,18125.57266104816,10559.642931661692
423,681,US19073,IOWA,GREENE,2019,4,1480.367054955473,7,887924.4495650044,12882.038627972168,,132.08625522765828,,,175050.57560940206,
424,682,US28119,MISSISSIPPI,QUITMAN,2024,4,1051.7949997743856,7,40489.51746786294,,18245.321189139173,,,51074.56160245303,122878.3191661148,
425,683,US28133,MISSISSIPPI,SUNFLOWER,2019,4,1832.3156095056604,10,311469.5503079896,,7250.229064419265,,,40823.36184920758,310257.5500539776,
426,684,US36123,NEW YORK,YATES,2023,4,975.4061359807296,6,31370.485616568843,85275.46697390027,,389.0012791320046,,,8736.199435730421,
427,685,US05147,ARKANSAS,WOODRUFF,2020,4,1558.9105302279158,9,88091.37175567671,,,,,195362.46609393004,159673.77597953388,8110.241220709237
428,686,US28027,MISSISSIPPI,COAHOMA,2020,4,1575.3961316122266,6,103890.91997713892,,39364.60705246256,,,28576.353294445304,144405.83864793024,
429,688,US36121,NEW YORK,WYOMING,2020,4,1515.9040249607046,6,99623.51788516842,593299.5255418167,,953.633732797489,,,6286.797724777966,
430,689,US13253,GEORGIA,SEMINOLE,2024,4,663.563331464837,9,50853.20826264844,,12083.715107365442,,43254.6198437826,,4408.923079714418,
431,690,US27169,MINNESOTA,WINONA,2019,5,1755.846380775466,7,334533.842566973,295742.5769520371,,1945.0063956600231,,,42537.94304687429,
432,691,US05111,ARKANSAS,POINSETT,2024,4,1976.6125236062207,10,113568.77829285772,,17809.871996080958,,,394761.9090818373,274305.77605210873,
433,693,US26075,MICHIGAN,JACKSON,2019,4,1873.7990470739176,4,201939.5632807468,,,116.11978481552376,,,42810.09879253568,12818.53562065118
434,696,US13243,GEORGIA,RANDOLPH,2023,4,1114.1608799696392,7,50929.41187143363,,3962.587656829749,,14469.613810996909,,11212.816721249012,
435,699,US37079,NORTH CAROLINA,GREENE,2022,5,686.1747057306366,5,26214.04142210449,,3984.360116482659,,10627.681868077038,,35543.54038337673,12954.61349348187
436,701,US27133,MINNESOTA,ROCK,2020,4,1252.0152802007212,7,673690.704066914,148778.47429488983,,1945.0063956600231,,,158830.0931679836,
437,703,US05095,ARKANSAS,MONROE,2020,5,1617.3591142356115,8,88802.6054376718,,7228.456604766354,,,154493.7449537789,109243.31630847948,1687.3656231005798
438,705,US36117,NEW YORK,WAYNE,2020,4,1651.0220983581678,10,104830.76448548956,24766.17285518593,,166.92219067231542,,,33447.941141784075,
439,707,US17015,ILLINOIS,CARROLL,2019,4,1211.9061759243527,9,672750.8595585633,,,296.1054512795856,,,68175.01428817665,1178.4343787137918
440,708,US28083,MISSISSIPPI,LEFLORE,2023,5,1554.8533931869574,7,333517.7944498372,,8708.983861164283,,,23586.831290653263,216472.6800990647,5742.486233455199
441,710,US27149,MINNESOTA,STEVENS,2021,4,1489.8016441646844,10,592457.6571019042,214095.853253622,,,,,130090.44642614148,6259.582150211828
442,711,US29143,MISSOURI,NEW MADRID,2023,5,1788.1526713238711,8,313908.0657891156,,63793.30678302837,,,71395.5239451697,266494.906151627,16274.913590550752
443,712,US17025,ILLINOIS,CLAY,2024,4,1219.3266978922609,5,254443.84973374096,,,,,,174016.38377588883,38346.74456368898
444,713,US37191,NORTH CAROLINA,WAYNE,2024,4,1445.7253956389366,8,33148.56982155655,,2081.447142818264,,12655.242173254348,,52743.78350917618,
445,714,US26087,MICHIGAN,LAPEER,2019,4,1717.402571194873,7,93222.41474721266,,,121.92577405629996,,,28440.27542161461,8736.199435730421
446,715,US13253,GEORGIA,SEMINOLE,2024,4,663.563331464837,4,50853.20826264844,,12083.715107365442,,43254.6198437826,,4408.923079714418,
447,716,US37073,NORTH CAROLINA,GATES,2019,5,870.7916140341629,6,21819.63331549201,,7380.863822336729,,8073.953787954387,,20248.38747720696,8191.887944407653
448,718,US36121,NEW YORK,WYOMING,2019,4,1515.9040249607046,10,75365.3690885504,523446.2174887282,,2075.641153577488,,,4789.941123640355,
449,719,US36117,NEW YORK,WAYNE,2023,4,1651.0220983581678,6,92587.38467400278,19413.77652384538,,538.5055020819915,,,30263.71891754588,
450,720,US05111,ARKANSAS,POINSETT,2019,4,1976.6125236062207,5,150121.10930681933,,14021.464016474494,,,331893.9318340576,218513.84819152503,
451,721,US17033,ILLINOIS,CRAWFORD,2024,4,1110.1575644805073,8,387165.1350346091,,,,,,152543.29544320563,18180.00381018044
452,722,US27125,MINNESOTA,RED LAKE,2020,4,1120.8119373759534,5,42343.80528163584,64410.19313986084,,,,,75251.06367537263,98411.51763115638
453,723,US28083,MISSISSIPPI,LEFLORE,2019,4,1554.8533931869574,7,299835.7993667843,,22251.453765274742,,,12065.571390988018,145385.59933231125,
454,724,US28027,MISSISSIPPI,COAHOMA,2020,4,1575.3961316122266,8,103890.91997713892,,39364.60705246256,,,28576.353294445304,144405.83864793024,
455,725,US13243,GEORGIA,RANDOLPH,2023,4,1114.1608799696392,5,50929.41187143363,,3962.587656829749,,14469.613810996909,,11212.816721249012,
456,727,US19073,IOWA,GREENE,2019,4,1480.367054955473,8,887924.4495650044,12882.038627972168,,132.08625522765828,,,175050.57560940206,
457,729,US26067,MICHIGAN,IONIA,2019,4,1501.6061665331426,10,213624.1166278089,,,268.5270023858987,,,68256.66101187507,25392.13107020711
458,730,US27169,MINNESOTA,WINONA,2019,5,1755.846380775466,10,334533.842566973,295742.5769520371,,1945.0063956600231,,,42537.94304687429,
459,731,US26107,MICHIGAN,MECOSTA,2019,4,1480.0131204828544,8,67059.17573096497,,,631.4013299344105,,,5715.2706588890605,4300.060781449864
460,732,US05111,ARKANSAS,POINSETT,2023,5,1976.6125236062207,9,169222.81390897298,,11626.493454654315,,,385145.7394018017,261949.905199082,13145.122515444838
461,733,US26107,MICHIGAN,MECOSTA,2019,4,1480.0131204828544,5,67059.17573096497,,,631.4013299344105,,,5715.2706588890605,4300.060781449864
462,734,US37065,NORTH CAROLINA,EDGECOMBE,2024,4,1314.2742424335902,9,11582.948535348496,,9275.06781213996,,15739.673957416697,,42891.74551623409,
463,736,US17009,ILLINOIS,BROWN,2024,4,783.820987597979,9,154642.52342807376,,,,,,67276.90032749408,1869.7099726937067
464,738,US28083,MISSISSIPPI,LEFLORE,2019,4,1554.8533931869574,8,299835.7993667843,,22251.453765274742,,,12065.571390988018,145385.59933231125,
465,741,US05111,ARKANSAS,POINSETT,2019,4,1976.6125236062207,7,150121.10930681933,,14021.464016474494,,,331893.9318340576,218513.84819152503,
466,743,US28119,MISSISSIPPI,QUITMAN,2021,5,1051.7949997743856,8,65154.08551133529,,9405.702570057423,,,15499.26971541581,93485.49863468534,5769.701808021337
467,744,US36121,NEW YORK,WYOMING,2019,4,1515.9040249607046,6,75365.3690885504,523446.2174887282,,2075.641153577488,,,4789.941123640355,
468,745,US13273,GEORGIA,TERRELL,2022,4,875.6048534356172,9,79302.55554245177,,13455.380065498815,,12777.71225880197,,3864.6115883916505,
469,747,US13131,GEORGIA,GRADY,2023,4,1194.3670503403414,8,37568.37913109742,,9449.247489363246,,19967.15987335686,,4163.982908619172,
470,748,US20103,KANSAS,LEAVENWORTH,2022,4,1207.6743709751306,8,65636.70836697481,,,105.95930364416544,,,38156.23554172601,2228.9555569667336
471,749,US26155,MICHIGAN,SHIAWASSEE,2023,4,1400.343444842344,4,204708.29439994195,,,801.226515227114,,,100507.11687274904,46810.788253758015
472,751,US20099,KANSAS,LABETTE,2023,4,1682.6450382539954,9,91749.14497736572,,,2104.6710997813684,,,38646.1158839165,95227.2954069182
473,752,US37079,NORTH CAROLINA,GREENE,2021,4,686.1747057306366,8,42038.990846495086,,2220.790884596892,,,,28766.86231640827,11729.912638005642
474,756,US17015,ILLINOIS,CARROLL,2019,4,1211.9061759243527,5,672750.8595585633,,,296.1054512795856,,,68175.01428817665,1178.4343787137918
475,757,US37085,NORTH CAROLINA,HARNETT,2023,5,1555.8934941288917,10,27941.323221235405,,1617.6937522112655,,1827.0722392067569,,18125.57266104816,10559.642931661692
476,761,US27143,MINNESOTA,SIBLEY,2019,4,1502.9567886293812,5,709328.5917754534,,,329.48988941404866,,,145875.47967450172,666.7815768703904
477,762,US36117,NEW YORK,WAYNE,2020,4,1651.0220983581678,9,104830.76448548956,24766.17285518593,,166.92219067231542,,,33447.941141784075,
478,763,US20037,KANSAS,CRAWFORD,2023,4,1538.8268762622215,9,117658.37196432945,,,444.1581769193784,,,56662.82624670011,55220.400794694775
479,765,US29069,MISSOURI,DUNKLIN,2024,4,1441.725433121248,6,89285.22829331132,,73220.7818127387,,,100470.8294399942,114087.68858125208,
480,767,US26023,MICHIGAN,BRANCH,2022,4,1350.0949415248183,6,344135.4972739066,,,159.66470412134518,,,109161.66958478103,5007.665720169463
481,768,US22065,LOUISIANA,MADISON,2023,4,1661.826433405098,6,365599.5137484011,,6836.5523310139615,,,17853.41691538678,91852.56416071704,
482,774,US27015,MINNESOTA,BROWN,2023,5,1615.0538523193186,5,754771.3438143535,62595.82150211829,,924.603786593608,,,186045.667734122,691.2755939799149
483,776,US36121,NEW YORK,WYOMING,2021,4,1515.9040249607046,10,105135.57892063032,541589.9338661538,,1770.826718436737,,,6803.893641534595,
484,777,US26105,MICHIGAN,MASON,2019,4,1362.9403619522382,9,42928.03294898894,,,1233.77271366494,,,6123.504277381136,6014.641979116583
485,778,US27147,MINNESOTA,STEELE,2019,4,1118.5062216795588,6,465858.0617067794,27215.574566138384,,149.50422294998685,,,93757.65438034672,
486,780,US29023,MISSOURI,BUTLER,2021,4,1802.641188448812,7,146387.13247634514,,,,,218178.1894385427,170478.35908229082,5307.037040396985
487,782,US17195,ILLINOIS,WHITESIDE,2024,4,1820.3823784002227,9,1219359.3453747132,,,235.14256425143563,,,196686.9573894821,
488,784,US27161,MINNESOTA,WASECA,2023,4,1121.24570808701,5,569444.1672487776,3175.150366049478,,296.1054512795856,,,151971.76837731674,
489,786,US17035,ILLINOIS,CUMBERLAND,2023,4,898.3667436909211,7,358436.37452259345,,,,,,116890.89276156436,7348.205132857363
490,787,US17013,ILLINOIS,CALHOUN,2022,4,734.8689836628596,5,68913.46354473787,,,,,,41340.4577659642,4926.018996471047
491,789,US27037,MINNESOTA,DAKOTA,2023,4,1566.226685717247,5,386022.08090283134,23496.112708766137,,,,,60500.222260525625,1096.787655015377
492,790,US05111,ARKANSAS,POINSETT,2019,4,1976.6125236062207,10,150121.10930681933,,14021.464016474494,,,331893.9318340576,218513.84819152503,
493,791,US36123,NEW YORK,YATES,2023,4,975.4061359807296,7,31370.485616568843,85275.46697390027,,389.0012791320046,,,8736.199435730421,
494,794,US17195,ILLINOIS,WHITESIDE,2024,4,1820.3823784002227,7,1219359.3453747132,,,235.14256425143563,,,196686.9573894821,
495,795,US27133,MINNESOTA,ROCK,2020,4,1252.0152802007212,8,673690.704066914,148778.47429488983,,1945.0063956600231,,,158830.0931679836,
496,801,US27131,MINNESOTA,RICE,2022,5,1336.122225050178,7,463038.52818172745,24403.298527637417,,1509.557202601809,,,121408.67813954332,672.224691783618
497,803,US27105,MINNESOTA,NOBLES,2019,4,1870.1189579581664,8,632591.5577287696,,,313.52341900191414,,,183460.18815033883,530.7037040396984
498,804,US37041,NORTH CAROLINA,CHOWAN,2020,5,457.4330665374321,7,14732.697698469578,,3113.4617303662308,,10432.636917019712,,25909.22698696374,6286.797724777966
499,805,US27169,MINNESOTA,WINONA,2019,5,1755.846380775466,6,334533.842566973,295742.5769520371,,1945.0063956600231,,,42537.94304687429,
500,806,US05107,ARKANSAS,PHILLIPS,2024,4,1787.3498147503608,8,61343.90507207591,,24864.148923624027,,,118478.4679445891,314231.0239406337,
501,808,US36121,NEW YORK,WYOMING,2020,4,1515.9040249607046,5,99623.51788516842,593299.5255418167,,953.633732797489,,,6286.797724777966,
502,811,US27051,MINNESOTA,GRANT,2019,4,1489.8666662739947,4,539800.9634313396,45359.29094356397,,,,,107964.18430387096,15512.877502698875
503,813,US26023,MICHIGAN,BRANCH,2022,4,1350.0949415248183,7,344135.4972739066,,,159.66470412134518,,,109161.66958478103,5007.665720169463
504,814,US27157,MINNESOTA,WABASHA,2020,5,1461.3897490624822,10,416859.14125790383,325679.7089747893,,5080.240585679165,,,69290.85284538832,
505,815,US17007,ILLINOIS,BOONE,2024,4,743.34458545321,6,342713.02990991645,,,,,,96043.76264390234,7048.833812629841
506,816,US27037,MINNESOTA,DAKOTA,2023,4,1566.226685717247,10,386022.08090283134,23496.112708766137,,,,,60500.222260525625,1096.787655015377
507,817,US22065,LOUISIANA,MADISON,2023,4,1661.826433405098,10,365599.5137484011,,6836.5523310139615,,,17853.41691538678,91852.56416071704,
508,818,US05017,ARKANSAS,CHICOT,2019,4,1741.972141157193,5,131070.20711052245,,12497.391840770744,,,64319.474557973714,210920.7028875725,
509,819,US17015,ILLINOIS,CARROLL,2024,5,1211.9061759243527,4,752815.451188867,,,651.7222922771272,,,93948.1634023097,6205.151001079551
510,821,US36117,NEW YORK,WAYNE,2022,4,1651.0220983581678,7,71123.3681995083,45359.29094356397,,885.4133592183687,,,29120.66478576807,
511,822,US20099,KANSAS,LABETTE,2023,4,1682.6450382539954,7,91749.14497736572,,,2104.6710997813684,,,38646.1158839165,95227.2954069182
512,824,US37079,NORTH CAROLINA,GREENE,2024,4,686.1747057306366,6,15164.518148252306,,1611.1620143153923,,10863.550180983571,,36468.86991862543,
513,825,US27125,MINNESOTA,RED LAKE,2020,4,1120.8119373759534,4,42343.80528163584,64410.19313986084,,,,,75251.06367537263,98411.51763115638
514,826,US22041,LOUISIANA,FRANKLIN,2022,4,1650.053000014804,5,295288.9840426014,,5813.246727327159,,,4508.713519790259,98547.59550398708,
515,830,US29143,MISSOURI,NEW MADRID,2023,5,1788.1526713238711,5,313908.0657891156,,63793.30678302837,,,71395.5239451697,266494.906151627,16274.913590550752
516,831,US13163,GEORGIA,JEFFERSON,2019,4,1366.602072879094,8,55781.04163075723,,8273.534668106067,,11684.55334706208,,3973.473886656204,
517,833,US17195,ILLINOIS,WHITESIDE,2024,4,1820.3823784002227,6,1219359.3453747132,,,235.14256425143563,,,196686.9573894821,
518,835,US26075,MICHIGAN,JACKSON,2019,4,1873.7990470739176,8,201939.5632807468,,,116.11978481552376,,,42810.09879253568,12818.53562065118
519,836,US29155,MISSOURI,PEMISCOT,2020,5,1265.964341164388,5,96067.349475193,,11865.990510836336,,,152271.13969754425,234761.54620750967,18071.141511915885
520,838,US37073,NORTH CAROLINA,GATES,2019,5,870.7916140341629,7,21819.63331549201,,7380.863822336729,,8073.953787954387,,20248.38747720696,8191.887944407653
521,839,US37065,NORTH CAROLINA,EDGECOMBE,2019,4,1314.2742424335902,8,,,12192.577405629994,,11249.104154003864,,33311.86326895338,11621.050339741088
522,840,US05017,ARKANSAS,CHICOT,2019,4,1741.972141157193,9,131070.20711052245,,12497.391840770744,,,64319.474557973714,210920.7028875725,
523,841,US26075,MICHIGAN,JACKSON,2019,4,1873.7990470739176,6,201939.5632807468,,,116.11978481552376,,,42810.09879253568,12818.53562065118
524,842,US27055,MINNESOTA,HOUSTON,2021,4,1480.653884648656,7,273393.14711832424,164200.6332157016,,1857.91655704838,,,48280.42928032949,
525,844,US13131,GEORGIA,GRADY,2023,4,1194.3670503403414,6,37568.37913109742,,9449.247489363246,,19967.15987335686,,4163.982908619172,
526,847,US27147,MINNESOTA,STEELE,2019,4,1118.5062216795588,5,465858.0617067794,27215.574566138384,,149.50422294998685,,,93757.65438034672,
527,849,US17035,ILLINOIS,CUMBERLAND,2023,4,898.3667436909211,9,358436.37452259345,,,,,,116890.89276156436,7348.205132857363
528,850,US29069,MISSOURI,DUNKLIN,2023,5,1441.725433121248,5,151670.58268545146,,60962.88702814998,,,97976.06843809818,107419.8728125482,21309.794885286352
529,853,US13131,GEORGIA,GRADY,2020,4,1194.3670503403414,10,40260.90664150738,,8447.714345329354,,24884.1070116392,,1899.6471047164591,
530,854,US27037,MINNESOTA,DAKOTA,2023,4,1566.226685717247,9,386022.08090283134,23496.112708766137,,,,,60500.222260525625,1096.787655015377
531,855,US37073,NORTH CAROLINA,GATES,2019,5,870.7916140341629,9,21819.63331549201,,7380.863822336729,,8073.953787954387,,20248.38747720696,8191.887944407653
532,856,US36051,NEW YORK,LIVINGSTON,2020,4,1693.878725090221,10,169705.4367646125,365595.8850051256,,1177.1643185673722,,,34917.58216835555,
533,857,US26121,MICHIGAN,MUSKEGON,2022,4,1343.113150700695,6,43105.84136948771,,,126.2802659868821,,,8899.49288312725,5143.743593000154
534,858,US37049,NORTH CAROLINA,CRAVEN,2024,4,1899.7191581307093,10,24816.97526104272,,2503.8328600847312,,2381.3627745371086,,24221.86136386316,
535,860,US26059,MICHIGAN,HILLSDALE,2019,4,1567.8902679206726,6,171712.13179595576,,,452.8671607805427,,,67494.62492402318,15159.07503333908
536,863,US05095,ARKANSAS,MONROE,2020,5,1617.3591142356115,7,88802.6054376718,,7228.456604766354,,,154493.7449537789,109243.31630847948,1687.3656231005798
537,864,US37079,NORTH CAROLINA,GREENE,2020,5,686.1747057306366,4,39575.074162440695,,2220.790884596892,,6531.737895873212,,28658.00001814372,9906.469142074371
538,865,US05111,ARKANSAS,POINSETT,2024,4,1976.6125236062207,8,113568.77829285772,,17809.871996080958,,,394761.9090818373,274305.77605210873,
539,869,US13273,GEORGIA,TERRELL,2022,4,875.6048534356172,4,79302.55554245177,,13455.380065498815,,12777.71225880197,,3864.6115883916505,
540,870,US27169,MINNESOTA,WINONA,2019,5,1755.846380775466,4,334533.842566973,295742.5769520371,,1945.0063956600231,,,42537.94304687429,
541,871,US28053,MISSISSIPPI,HUMPHREYS,2024,4,1104.9373793565687,8,125507.34366920376,,7446.181201295461,,,26399.107329154234,148297.66581088805,
542,873,US17003,ILLINOIS,ALEXANDER,2020,4,660.4323943514078,10,30278.23389064782,,,,,,43599.35045495369,1496.856601137611
543,874,US17163,ILLINOIS,ST CLAIR,2024,4,1768.677798661837,4,411651.8946575827,,,,,,172274.58700365596,56962.19756692764
544,877,US05111,ARKANSAS,POINSETT,2023,5,1976.6125236062207,6,169222.81390897298,,11626.493454654315,,,385145.7394018017,261949.905199082,13145.122515444838
545,878,US05079,ARKANSAS,LINCOLN,2024,4,1500.6659722579282,5,48592.50120202121,,19072.674655949777,,,99200.7692935744,101105.8595132041,
546,880,US36117,NEW YORK,WAYNE,2022,4,1651.0220983581678,6,71123.3681995083,45359.29094356397,,885.4133592183687,,,29120.66478576807,
