,Unnamed: 0,FIPS,State,County,Year,n_crops,area_km2,Month,corn_bu_production_t,corn_tons_production_t,cotton_production_t,oats_production_t,peanuts_production_t,rice_production_t,soybeans_production_t,wheat_production_t
176,266,US17037,ILLINOIS,DE KALB,2022,5,1644.8547805290843,10,1038858.3973655323,,,3802.922952708403,,,231550.10840870536,11648.265914307229
177,267,US37051,NORTH CAROLINA,CUMBERLAND,2021,4,1708.586179346146,9,38533.62484237646,,1741.7967722328565,,,,15431.230779000463,4871.58784733877
178,270,US13243,GEORGIA,RANDOLPH,2024,4,1114.1608799696392,10,45798.36887989767,,3744.863060300641,,20062.414384338343,,11294.463444947429,
179,271,US37079,NORTH CAROLINA,GREENE,2023,5,686.1747057306366,9,41429.36197621359,,1632.9344739683029,,11525.795828759605,,41204.37989313351,15376.799629868186
180,272,US13243,GEORGIA,RANDOLPH,2023,4,1114.1608799696392,9,50929.41187143363,,3962.587656829749,,14469.613810996909,,11212.816721249012,
181,273,US28053,MISSISSIPPI,HUMPHREYS,2024,4,1104.9373793565687,10,125507.34366920376,,7446.181201295461,,,26399.107329154234,148297.66581088805,
182,274,US26051,MICHIGAN,GLADWIN,2022,4,1336.614356788785,7,23673.92112926491,,,219.1760938393011,,,15050.212735074523,5089.312443867878
183,276,US27087,MINNESOTA,MAHNOMEN,2023,4,1510.9495072937666,6,226832.7421505747,15240.721757037496,,,,,60663.51570792245,48089.920258366525
184,278,US20103,KANSAS,LEAVENWORTH,2022,4,1207.6743709751306,9,65636.70836697481,,,105.95930364416544,,,38156.23554172601,2228.9555569667336
185,281,US22029,LOUISIANA,CONCORDIA,2022,4,1892.4825494055688,10,64950.87588790812,,5334.252614963123,,,10995.092124719908,149712.87568832724,
186,283,US27139,MINNESOTA,SCOTT,2021,4,1019.2749316773704,7,169502.2271411853,34745.21686277,,,,,55791.92786058368,117.02697063439504
187,284,US05021,ARKANSAS,CLAY,2020,4,1707.700891773234,6,153042.24764358482,,18310.638568097904,,,265351.85201984923,146909.671508015,
188,285,US17009,ILLINOIS,BROWN,2024,4,783.820987597979,5,154642.52342807376,,,,,,67276.90032749408,1869.7099726937067
189,287,US36069,NEW YORK,ONTARIO,2021,4,1717.2783416885034,5,121824.16924458636,253104.84346508692,,1000.0816467236984,,,37639.13962496938,
190,290,US20099,KANSAS,LABETTE,2020,4,1682.6450382539954,8,65560.50475818962,,,66.76887626892616,,,81701.15484754743,12437.51757672524
191,291,US37117,NORTH CAROLINA,MARTIN,2023,5,1240.831913954528,8,21387.81286570928,,10908.002286108263,,17708.267184367374,,22752.22033729169,12573.595449555933
192,292,US22065,LOUISIANA,MADISON,2023,4,1661.826433405098,4,365599.5137484011,,6836.5523310139615,,,17853.41691538678,91852.56416071704,
193,293,US27079,MINNESOTA,LE SUEUR,2020,4,1262.1918582485953,10,401364.4074715824,41276.954758643216,,,,,133818.98014170243,
194,294,US37079,NORTH CAROLINA,GREENE,2019,4,686.1747057306366,6,31802.30606635157,,4681.078825375802,,,,30100.42547014905,5116.528018434015
195,295,US29155,MISSOURI,PEMISCOT,2024,4,1265.964341164388,6,85932.26950676307,,21358.782919505404,,,169144.79592855007,208988.39709337664,
196,296,US36099,NEW YORK,SENECA,2020,4,1006.0511116692464,4,85551.25146283713,29937.132022752223,,355.61684099754154,,,32223.24028630785,
197,298,US17201,ILLINOIS,WINNEBAGO,2019,4,1356.801854379832,4,391203.9263002241,,,101.60481171358327,,,72420.64392049423,4109.551759486896
198,299,US05095,ARKANSAS,MONROE,2019,4,1617.3591142356115,5,131832.24319837432,,8273.534668106067,,,107819.03457285155,93485.49863468534,
199,300,US37117,NORTH CAROLINA,MARTIN,2023,5,1240.831913954528,6,21387.81286570928,,10908.002286108263,,17708.267184367374,,22752.22033729169,12573.595449555933
200,301,US26067,MICHIGAN,IONIA,2019,4,1501.6061665331426,5,213624.1166278089,,,268.5270023858987,,,68256.66101187507,25392.13107020711
201,302,US36123,NEW YORK,YATES,2021,4,975.4061359807296,6,60835.881013508,87089.83861164283,,526.893523600439,,,7293.7739837250865,
202,303,US13163,GEORGIA,JEFFERSON,2020,4,1366.602072879094,6,67109.97813682177,,5704.384429062605,,20438.896499169925,,5633.623935190645,
203,305,US36099,NEW YORK,SENECA,2020,4,1006.0511116692464,6,85551.25146283713,29937.132022752223,,355.61684099754154,,,32223.24028630785,
204,306,US20099,KANSAS,LABETTE,2020,4,1682.6450382539954,10,65560.50475818962,,,66.76887626892616,,,81701.15484754743,12437.51757672524
205,307,US27131,MINNESOTA,RICE,2022,5,1336.122225050178,8,463038.52818172745,24403.298527637417,,1509.557202601809,,,121408.67813954332,672.224691783618
206,308,US20099,KANSAS,LABETTE,2023,4,1682.6450382539954,5,91749.14497736572,,,2104.6710997813684,,,38646.1158839165,95227.2954069182
207,309,US29155,MISSOURI,PEMISCOT,2020,5,1265.964341164388,10,96067.349475193,,11865.990510836336,,,152271.13969754425,234761.54620750967,18071.141511915885
208,311,US17003,ILLINOIS,ALEXANDER,2020,4,660.4323943514078,4,30278.23389064782,,,,,,43599.35045495369,1496.856601137611
209,314,US17007,ILLINOIS,BOONE,2024,4,743.34458545321,8,342713.02990991645,,,,,,96043.76264390234,7048.833812629841
210,315,US17033,ILLINOIS,CRAWFORD,2024,4,1110.1575644805073,4,387165.1350346091,,,,,,152543.29544320563,18180.00381018044
211,316,US05117,ARKANSAS,PRAIRIE,2023,4,1736.1930422711987,4,127971.26035325816,,,,,204525.04286453,154883.83485589354,2027.5603051773087
212,317,US05021,ARKANSAS,CLAY,2020,4,1707.700891773234,5,153042.24764358482,,18310.638568097904,,,265351.85201984923,146909.671508015,
213,318,US36011,NEW YORK,CAYUGA,2020,4,1915.8763779598128,4,118674.42008146529,564269.5793379358,,1246.8361894566865,,,45912.67429307545,
214,319,US17025,ILLINOIS,CLAY,2024,4,1219.3266978922609,4,254443.84973374096,,,,,,174016.38377588883,38346.74456368898
215,320,US27159,MINNESOTA,WADENA,2021,4,1407.7037680342423,4,43004.23655777413,68038.93641534596,,,,,10750.15195362466,525.2605891264708
216,321,US28083,MISSISSIPPI,LEFLORE,2023,5,1554.8533931869574,8,333517.7944498372,,8708.983861164283,,,23586.831290653263,216472.6800990647,5742.486233455199
217,323,US05147,ARKANSAS,WOODRUFF,2020,4,1558.9105302279158,7,88091.37175567671,,,,,195362.46609393004,159673.77597953388,8110.241220709237
218,324,US37083,NORTH CAROLINA,HALIFAX,2019,4,1909.6247153838544,7,24283.54999954641,,25691.502390434634,,,,27487.730311799765,1524.0721757037493
219,327,US36099,NEW YORK,SENECA,2020,4,1006.0511116692464,5,85551.25146283713,29937.132022752223,,355.61684099754154,,,32223.24028630785,
220,331,US28027,MISSISSIPPI,COAHOMA,2020,4,1575.3961316122266,5,103890.91997713892,,39364.60705246256,,,28576.353294445304,144405.83864793024,
221,332,US20103,KANSAS,LEAVENWORTH,2022,4,1207.6743709751306,5,65636.70836697481,,,105.95930364416544,,,38156.23554172601,2228.9555569667336
222,334,US36051,NEW YORK,LIVINGSTON,2020,4,1693.878725090221,8,169705.4367646125,365595.8850051256,,1177.1643185673722,,,34917.58216835555,
223,340,US13131,GEORGIA,GRADY,2020,4,1194.3670503403414,6,40260.90664150738,,8447.714345329354,,24884.1070116392,,1899.6471047164591,
224,348,US37041,NORTH CAROLINA,CHOWAN,2021,5,457.4330665374321,4,22581.669403343887,,5878.56410628589,,10201.304533207536,,18588.23742867252,3891.827162957789
225,350,US27157,MINNESOTA,WABASHA,2020,5,1461.3897490624822,8,416859.14125790383,325679.7089747893,,5080.240585679165,,,69290.85284538832,
226,351,US37079,NORTH CAROLINA,GREENE,2021,4,686.1747057306366,10,42038.990846495086,,2220.790884596892,,,,28766.86231640827,11729.912638005642
227,352,US20087,KANSAS,JEFFERSON,2020,4,1377.951610354802,10,189111.9558019069,,,107.41080095435947,,,63112.91741887491,1004.2547014905062
228,353,US29155,MISSOURI,PEMISCOT,2024,4,1265.964341164388,5,85932.26950676307,,21358.782919505404,,,169144.79592855007,208988.39709337664,
229,355,US37065,NORTH CAROLINA,EDGECOMBE,2019,4,1314.2742424335902,7,,,12192.577405629994,,11249.104154003864,,33311.86326895338,11621.050339741088
230,356,US17047,ILLINOIS,EDWARDS,2022,4,587.2085811928032,4,183752.3019840154,,,,,,74407.38086382234,8872.277308561113
231,357,US26127,MICHIGAN,OCEANA,2022,4,1433.947141610157,10,50497.5914216509,,,409.3222414747213,,,4191.198483185311,4218.414057751449
232,360,US37065,NORTH CAROLINA,EDGECOMBE,2024,4,1314.2742424335902,7,11582.948535348496,,9275.06781213996,,15739.673957416697,,42891.74551623409,
233,363,US27015,MINNESOTA,BROWN,2023,5,1615.0538523193186,7,754771.3438143535,62595.82150211829,,924.603786593608,,,186045.667734122,691.2755939799149
234,365,US27039,MINNESOTA,DODGE,2022,4,1139.6653428517457,6,661650.5338788544,48988.03421904909,,528.3450209106331,,,145712.1862271049,
235,366,US17041,ILLINOIS,DOUGLAS,2024,4,1080.7236539480268,5,622075.4597164138,,,164.0191960519273,,,215465.7038401176,
236,367,US28119,MISSISSIPPI,QUITMAN,2019,4,1051.7949997743856,9,31497.49163121082,,18615.453003238654,,,35108.09119031852,96343.13396412988,
237,368,US27155,MINNESOTA,TRAVERSE,2021,4,1543.7855409056017,8,666603.7684498916,61688.635683247005,,,,,172220.15585452368,9334.942076185464
238,369,US27139,MINNESOTA,SCOTT,2021,4,1019.2749316773704,8,169502.2271411853,34745.21686277,,,,,55791.92786058368,117.02697063439504
239,370,US36123,NEW YORK,YATES,2021,4,975.4061359807296,5,60835.881013508,87089.83861164283,,526.893523600439,,,7293.7739837250865,
240,371,US17023,ILLINOIS,CLARK,2024,4,1278.5723669480817,4,463876.7678783645,,,,,,167620.7237528463,9906.469142074371
241,375,US05021,ARKANSAS,CLAY,2020,4,1707.700891773234,9,153042.24764358482,,18310.638568097904,,,265351.85201984923,146909.671508015,
242,376,US26107,MICHIGAN,MECOSTA,2019,4,1480.0131204828544,10,67059.17573096497,,,631.4013299344105,,,5715.2706588890605,4300.060781449864
243,377,US26105,MICHIGAN,MASON,2019,4,1362.9403619522382,10,42928.03294898894,,,1233.77271366494,,,6123.504277381136,6014.641979116583
244,378,US17033,ILLINOIS,CRAWFORD,2024,4,1110.1575644805073,9,387165.1350346091,,,,,,152543.29544320563,18180.00381018044
245,381,US27103,MINNESOTA,NICOLLET,2020,4,1176.8709558102787,5,579503.0436084223,107955.11244568226,,,,,147807.78546869755,530.7037040396984
246,382,US37079,NORTH CAROLINA,GREENE,2020,5,686.1747057306366,6,39575.074162440695,,2220.790884596892,,6531.737895873212,,28658.00001814372,9906.469142074371
247,385,US17041,ILLINOIS,DOUGLAS,2024,4,1080.7236539480268,9,622075.4597164138,,,164.0191960519273,,,215465.7038401176,
248,387,US36011,NEW YORK,CAYUGA,2020,4,1915.8763779598128,6,118674.42008146529,564269.5793379358,,1246.8361894566865,,,45912.67429307545,
249,388,US20103,KANSAS,LEAVENWORTH,2022,4,1207.6743709751306,10,65636.70836697481,,,105.95930364416544,,,38156.23554172601,2228.9555569667336
250,390,US20037,KANSAS,CRAWFORD,2023,4,1538.8268762622215,10,117658.37196432945,,,444.1581769193784,,,56662.82624670011,55220.400794694775
251,391,US37065,NORTH CAROLINA,EDGECOMBE,2019,4,1314.2742424335902,4,,,12192.577405629994,,11249.104154003864,,33311.86326895338,11621.050339741088
252,393,US29069,MISSOURI,DUNKLIN,2024,4,1441.725433121248,5,89285.22829331132,,73220.7818127387,,,100470.8294399942,114087.68858125208,
253,394,US37049,NORTH CAROLINA,CRAVEN,2024,4,1899.7191581307093,5,24816.97526104272,,2503.8328600847312,,2381.3627745371086,,24221.86136386316,
254,395,US05095,ARKANSAS,MONROE,2019,4,1617.3591142356115,7,131832.24319837432,,8273.534668106067,,,107819.03457285155,93485.49863468534,
255,396,US36123,NEW YORK,YATES,2023,4,975.4061359807296,5,31370.485616568843,85275.46697390027,,389.0012791320046,,,8736.199435730421,
256,398,US28051,MISSISSIPPI,HOLMES,2022,4,1933.9995904116463,7,100918.9792345166,,7206.684145113443,,,,64609.77402001252,3973.473886656204
257,403,US17023,ILLINOIS,CLARK,2024,4,1278.5723669480817,7,463876.7678783645,,,,,,167620.7237528463,9906.469142074371
258,404,US27085,MINNESOTA,MCLEOD,2021,4,1311.0325635717509,10,550621.8758788363,,,404.9677495441391,,,125572.6610481625,1387.9943028730574
259,409,US27147,MINNESOTA,STEELE,2019,4,1118.5062216795588,10,465858.0617067794,27215.574566138384,,149.50422294998685,,,93757.65438034672,
260,411,US27149,MINNESOTA,STEVENS,2021,4,1489.8016441646844,5,592457.6571019042,214095.853253622,,,,,130090.44642614148,6259.582150211828
261,412,US17005,ILLINOIS,BOND,2022,4,1000.9757964005034,9,349190.3366566574,,,,,,133002.51290471829,18207.21938474658
262,413,US19073,IOWA,GREENE,2019,4,1480.367054955473,9,887924.4495650044,12882.038627972168,,132.08625522765828,,,175050.57560940206,
263,414,US37083,NORTH CAROLINA,HALIFAX,2019,4,1909.6247153838544,10,24283.54999954641,,25691.502390434634,,,,27487.730311799765,1524.0721757037493
264,415,US27039,MINNESOTA,DODGE,2022,4,1139.6653428517457,5,661650.5338788544,48988.03421904909,,528.3450209106331,,,145712.1862271049,
265,418,US20099,KANSAS,LABETTE,2023,4,1682.6450382539954,4,91749.14497736572,,,2104.6710997813684,,,38646.1158839165,95227.2954069182
266,421,US37073,NORTH CAROLINA,GATES,2021,5,870.7916140341629,6,22784.879026771054,,5660.839509756784,,6504.522321307073,,25011.11302628117,4327.276356016003
267,422,US26059,MICHIGAN,HILLSDALE,2019,4,1567.8902679206726,9,171712.13179595576,,,452.8671607805427,,,67494.62492402318,15159.07503333908
268,424,US17041,ILLINOIS,DOUGLAS,2024,4,1080.7236539480268,4,622075.4597164138,,,164.0191960519273,,,215465.7038401176,
269,427,US37127,NORTH CAROLINA,NASH,2021,4,1405.0482211020144,6,21286.2080539957,,2612.6951583492846,,,,26290.24503088968,4735.509974508079
270,428,US27087,MINNESOTA,MAHNOMEN,2023,4,1510.9495072937666,9,226832.7421505747,15240.721757037496,,,,,60663.51570792245,48089.920258366525
271,429,US17201,ILLINOIS,WINNEBAGO,2022,5,1356.801854379832,6,440609.26599595393,,,116.11978481552376,,,97241.24792481244,7048.833812629841
272,430,US17025,ILLINOIS,CLAY,2024,4,1219.3266978922609,7,254443.84973374096,,,,,,174016.38377588883,38346.74456368898
273,432,US29069,MISSOURI,DUNKLIN,2023,5,1441.725433121248,8,151670.58268545146,,60962.88702814998,,,97976.06843809818,107419.8728125482,21309.794885286352
274,433,US27131,MINNESOTA,RICE,2022,5,1336.122225050178,10,463038.52818172745,24403.298527637417,,1509.557202601809,,,121408.67813954332,672.224691783618
275,434,US37079,NORTH CAROLINA,GREENE,2019,4,686.1747057306366,8,31802.30606635157,,4681.078825375802,,,,30100.42547014905,5116.528018434015
276,436,US17003,ILLINOIS,ALEXANDER,2020,4,660.4323943514078,5,30278.23389064782,,,,,,43599.35045495369,1496.856601137611
277,437,US05095,ARKANSAS,MONROE,2019,4,1617.3591142356115,10,131832.24319837432,,8273.534668106067,,,107819.03457285155,93485.49863468534,
278,438,US36099,NEW YORK,SENECA,2021,4,1006.0511116692464,7,100360.1527700919,63503.00732098956,,798.3235206067259,,,38020.15766889532,
279,440,US28015,MISSISSIPPI,CARROLL,2022,4,1624.0427137141864,7,27992.1256270922,,4093.222414747213,,,,13662.218432201467,1415.209877439196
280,441,US28119,MISSISSIPPI,QUITMAN,2024,4,1051.7949997743856,4,40489.51746786294,,18245.321189139173,,,51074.56160245303,122878.3191661148,
281,443,US27085,MINNESOTA,MCLEOD,2021,4,1311.0325635717509,9,550621.8758788363,,,404.9677495441391,,,125572.6610481625,1387.9943028730574
282,444,US19177,IOWA,VAN BUREN,2021,4,1249.5191032922746,5,194420.8072139416,23314.67554499188,,91.44433054222496,,,77591.60308806052,
283,445,US26107,MICHIGAN,MECOSTA,2019,4,1480.0131204828544,7,67059.17573096497,,,631.4013299344105,,,5715.2706588890605,4300.060781449864
284,446,US37079,NORTH CAROLINA,GREENE,2022,5,686.1747057306366,4,26214.04142210449,,3984.360116482659,,10627.681868077038,,35543.54038337673,12954.61349348187
285,448,US36069,NEW YORK,ONTARIO,2019,4,1717.2783416885034,8,100537.96119059066,223167.71144233475,,1930.4914225580824,,,25038.32860084731,
286,450,US27033,MINNESOTA,COTTONWOOD,2022,4,1679.9513110203902,6,894401.7563117454,,,326.5868947936606,,,218649.92606435576,1368.9434006767606
287,454,US27019,MINNESOTA,CARVER,2023,5,936.78990524806,5,249973.23801834328,42093.42199562737,,194.5006395660023,,,68909.83480146238,688.5540365233011
288,458,US05107,ARKANSAS,PHILLIPS,2024,4,1787.3498147503608,5,61343.90507207591,,24864.148923624027,,,118478.4679445891,314231.0239406337,
289,460,US05117,ARKANSAS,PRAIRIE,2023,4,1736.1930422711987,6,127971.26035325816,,,,,204525.04286453,154883.83485589354,2027.5603051773087
290,462,US37041,NORTH CAROLINA,CHOWAN,2021,5,457.4330665374321,6,22581.669403343887,,5878.56410628589,,10201.304533207536,,18588.23742867252,3891.827162957789
291,466,US19073,IOWA,GREENE,2019,4,1480.367054955473,4,887924.4495650044,12882.038627972168,,132.08625522765828,,,175050.57560940206,
292,467,US26051,MICHIGAN,GLADWIN,2022,4,1336.614356788785,5,23673.92112926491,,,219.1760938393011,,,15050.212735074523,5089.312443867878
293,470,US28083,MISSISSIPPI,LEFLORE,2023,5,1554.8533931869574,10,333517.7944498372,,8708.983861164283,,,23586.831290653263,216472.6800990647,5742.486233455199
294,471,US27133,MINNESOTA,ROCK,2020,4,1252.0152802007212,10,673690.704066914,148778.47429488983,,1945.0063956600231,,,158830.0931679836,
295,477,US37127,NORTH CAROLINA,NASH,2021,4,1405.0482211020144,7,21286.2080539957,,2612.6951583492846,,,,26290.24503088968,4735.509974508079
296,479,US27009,MINNESOTA,BENTON,2021,4,1067.480342145769,9,127082.2182507643,210467.10997813684,,177.08267184367375,,,31352.34190019141,
297,480,US05095,ARKANSAS,MONROE,2020,5,1617.3591142356115,5,88802.6054376718,,7228.456604766354,,,154493.7449537789,109243.31630847948,1687.3656231005798
298,481,US37041,NORTH CAROLINA,CHOWAN,2020,5,457.4330665374321,10,14732.697698469578,,3113.4617303662308,,10432.636917019712,,25909.22698696374,6286.797724777966
299,483,US13243,GEORGIA,RANDOLPH,2023,4,1114.1608799696392,6,50929.41187143363,,3962.587656829749,,14469.613810996909,,11212.816721249012,
300,485,US17177,ILLINOIS,STEPHENSON,2024,5,1470.6531151143436,10,861608.8033311863,,,531.2480155310212,,,156788.9250755232,7076.04938719598
301,486,US27117,MINNESOTA,PIPESTONE,2020,5,1207.2691898426226,5,442615.9610272972,437263.5646959567,,3019.114405203618,,,126661.28403080803,696.7187088931425
302,487,US28119,MISSISSIPPI,QUITMAN,2021,5,1051.7949997743856,4,65154.08551133529,,9405.702570057423,,,15499.26971541581,93485.49863468534,5769.701808021337
303,492,US26067,MICHIGAN,IONIA,2019,4,1501.6061665331426,8,213624.1166278089,,,268.5270023858987,,,68256.66101187507,25392.13107020711
304,493,US05079,ARKANSAS,LINCOLN,2024,4,1500.6659722579282,7,48592.50120202121,,19072.674655949777,,,99200.7692935744,101105.8595132041,
305,494,US36121,NEW YORK,WYOMING,2019,4,1515.9040249607046,5,75365.3690885504,523446.2174887282,,2075.641153577488,,,4789.941123640355,
306,495,US05111,ARKANSAS,POINSETT,2023,5,1976.6125236062207,8,169222.81390897298,,11626.493454654315,,,385145.7394018017,261949.905199082,13145.122515444838
307,497,US05117,ARKANSAS,PRAIRIE,2023,4,1736.1930422711987,5,127971.26035325816,,,,,204525.04286453,154883.83485589354,2027.5603051773087
308,498,US26075,MICHIGAN,JACKSON,2019,4,1873.7990470739176,5,201939.5632807468,,,116.11978481552376,,,42810.09879253568,12818.53562065118
309,500,US26051,MICHIGAN,GLADWIN,2022,4,1336.614356788785,8,23673.92112926491,,,219.1760938393011,,,15050.212735074523,5089.312443867878
310,504,US36069,NEW YORK,ONTARIO,2021,4,1717.2783416885034,9,121824.16924458636,253104.84346508692,,1000.0816467236984,,,37639.13962496938,
311,505,US37147,NORTH CAROLINA,PITT,2024,4,1693.1995092922646,6,16942.602353240014,,7576.815959212926,,16111.620143153925,,57152.7065888906,
312,506,US13243,GEORGIA,RANDOLPH,2024,4,1114.1608799696392,4,45798.36887989767,,3744.863060300641,,20062.414384338343,,11294.463444947429,
313,508,US36069,NEW YORK,ONTARIO,2019,4,1717.2783416885034,6,100537.96119059066,223167.71144233475,,1930.4914225580824,,,25038.32860084731,
314,509,US37079,NORTH CAROLINA,GREENE,2024,4,686.1747057306366,10,15164.518148252306,,1611.1620143153923,,10863.550180983571,,36468.86991862543,
315,512,US29069,MISSOURI,DUNKLIN,2024,4,1441.725433121248,10,89285.22829331132,,73220.7818127387,,,100470.8294399942,114087.68858125208,
316,513,US17047,ILLINOIS,EDWARDS,2020,4,587.2085811928032,5,186216.21866806972,,,,,,75033.33907884352,9797.606843809815
317,515,US27009,MINNESOTA,BENTON,2021,4,1067.480342145769,10,127082.2182507643,210467.10997813684,,177.08267184367375,,,31352.34190019141,
318,516,US13243,GEORGIA,RANDOLPH,2022,4,1114.1608799696392,5,55730.23922490043,,6139.833622120819,,16497.174116174217,,7565.92972938647,
319,519,US17033,ILLINOIS,CRAWFORD,2024,4,1110.1575644805073,5,387165.1350346091,,,,,,152543.29544320563,18180.00381018044
320,520,US37079,NORTH CAROLINA,GREENE,2021,4,686.1747057306366,4,42038.990846495086,,2220.790884596892,,,,28766.86231640827,11729.912638005642
321,521,US37079,NORTH CAROLINA,GREENE,2022,5,686.1747057306366,6,26214.04142210449,,3984.360116482659,,10627.681868077038,,35543.54038337673,12954.61349348187
322,522,US29155,MISSOURI,PEMISCOT,2024,4,1265.964341164388,8,85932.26950676307,,21358.782919505404,,,169144.79592855007,208988.39709337664,
323,526,US19177,IOWA,VAN BUREN,2021,4,1249.5191032922746,9,194420.8072139416,23314.67554499188,,91.44433054222496,,,77591.60308806052,
324,527,US28051,MISSISSIPPI,HOLMES,2022,4,1933.9995904116463,4,100918.9792345166,,7206.684145113443,,,,64609.77402001252,3973.473886656204
325,528,US27165,MINNESOTA,WATONWAN,2023,4,1140.1698162091748,6,664038.2469541236,,,265.6240077655106,,,158095.27265469785,340.19468207672975
326,530,US36117,NEW YORK,WAYNE,2022,4,1651.0220983581678,9,71123.3681995083,45359.29094356397,,885.4133592183687,,,29120.66478576807,
327,531,US29069,MISSOURI,DUNKLIN,2023,5,1441.725433121248,9,151670.58268545146,,60962.88702814998,,,97976.06843809818,107419.8728125482,21309.794885286352
328,532,US36117,NEW YORK,WAYNE,2022,4,1651.0220983581678,8,71123.3681995083,45359.29094356397,,885.4133592183687,,,29120.66478576807,
329,533,US17009,ILLINOIS,BROWN,2024,4,783.820987597979,8,154642.52342807376,,,,,,67276.90032749408,1869.7099726937067
330,534,US05067,ARKANSAS,JACKSON,2022,5,1707.7321013025148,8,69878.70925601691,,2961.054512795856,,,259455.144197186,111066.75980441074,12764.104471518902
331,535,US17003,ILLINOIS,ALEXANDER,2022,4,660.4323943514078,8,19482.7226460796,,,,,,58078.0361241393,3048.1443514074986
332,536,US37051,NORTH CAROLINA,CUMBERLAND,2021,4,1708.586179346146,4,38533.62484237646,,1741.7967722328565,,,,15431.230779000463,4871.58784733877
333,538,US36051,NEW YORK,LIVINGSTON,2020,4,1693.878725090221,5,169705.4367646125,365595.8850051256,,1177.1643185673722,,,34917.58216835555,
334,543,US28051,MISSISSIPPI,HOLMES,2022,4,1933.9995904116463,5,100918.9792345166,,7206.684145113443,,,,64609.77402001252,3973.473886656204
335,544,US28083,MISSISSIPPI,LEFLORE,2019,4,1554.8533931869574,9,299835.7993667843,,22251.453765274742,,,12065.571390988018,145385.59933231125,
336,545,US26073,MICHIGAN,ISABELLA,2019,4,1495.5697364366529,4,111765.29288494162,,,595.1138971795593,,,58649.56319002821,22588.926889894858
337,547,US20037,KANSAS,CRAWFORD,2023,4,1538.8268762622215,5,117658.37196432945,,,444.1581769193784,,,56662.82624670011,55220.400794694775
338,548,US26051,MICHIGAN,GLADWIN,2022,4,1336.614356788785,10,23673.92112926491,,,219.1760938393011,,,15050.212735074523,5089.312443867878
339,550,US37051,NORTH CAROLINA,CUMBERLAND,2021,4,1708.586179346146,6,38533.62484237646,,1741.7967722328565,,,,15431.230779000463,4871.58784733877
340,552,US05079,ARKANSAS,LINCOLN,2024,4,1500.6659722579282,8,48592.50120202121,,19072.674655949777,,,99200.7692935744,101105.8595132041,
341,560,US37079,NORTH CAROLINA,GREENE,2024,4,686.1747057306366,5,15164.518148252306,,1611.1620143153923,,10863.550180983571,,36468.86991862543,
342,562,US27149,MINNESOTA,STEVENS,2021,4,1489.8016441646844,8,592457.6571019042,214095.853253622,,,,,130090.44642614148,6259.582150211828
343,565,US27161,MINNESOTA,WASECA,2023,4,1121.24570808701,6,569444.1672487776,3175.150366049478,,296.1054512795856,,,151971.76837731674,
344,566,US27165,MINNESOTA,WATONWAN,2023,4,1140.1698162091748,4,664038.2469541236,,,265.6240077655106,,,158095.27265469785,340.19468207672975
345,567,US36123,NEW YORK,YATES,2021,4,975.4061359807296,9,60835.881013508,87089.83861164283,,526.893523600439,,,7293.7739837250865,
346,568,US37073,NORTH CAROLINA,GATES,2021,5,870.7916140341629,9,22784.879026771054,,5660.839509756784,,6504.522321307073,,25011.11302628117,4327.276356016003
347,570,US05111,ARKANSAS,POINSETT,2024,4,1976.6125236062207,7,113568.77829285772,,17809.871996080958,,,394761.9090818373,274305.77605210873,
348,571,US27079,MINNESOTA,LE SUEUR,2020,4,1262.1918582485953,5,401364.4074715824,41276.954758643216,,,,,133818.98014170243,
349,572,US13163,GEORGIA,JEFFERSON,2023,4,1366.602072879094,10,76203.60878518748,,5769.701808021337,,18665.34822327657,,4082.336184920757,
350,573,US26067,MICHIGAN,IONIA,2019,4,1501.6061665331426,6,213624.1166278089,,,268.5270023858987,,,68256.66101187507,25392.13107020711
351,574,US26127,MICHIGAN,OCEANA,2022,4,1433.947141610157,8,50497.5914216509,,,409.3222414747213,,,4191.198483185311,4218.414057751449
352,575,US28051,MISSISSIPPI,HOLMES,2022,4,1933.9995904116463,6,100918.9792345166,,7206.684145113443,,,,64609.77402001252,3973.473886656204
353,577,US37079,NORTH CAROLINA,GREENE,2022,5,686.1747057306366,10,26214.04142210449,,3984.360116482659,,10627.681868077038,,35543.54038337673,12954.61349348187
354,578,US17003,ILLINOIS,ALEXANDER,2022,4,660.4323943514078,5,19482.7226460796,,,,,,58078.0361241393,3048.1443514074986
355,579,US17041,ILLINOIS,DOUGLAS,2024,4,1080.7236539480268,7,622075.4597164138,,,164.0191960519273,,,215465.7038401176,
356,580,US36121,NEW YORK,WYOMING,2020,4,1515.9040249607046,8,99623.51788516842,593299.5255418167,,953.633732797489,,,6286.797724777966,
357,581,US28119,MISSISSIPPI,QUITMAN,2024,4,1051.7949997743856,10,40489.51746786294,,18245.321189139173,,,51074.56160245303,122878.3191661148,
358,582,US28133,MISSISSIPPI,SUNFLOWER,2019,4,1832.3156095056604,6,311469.5503079896,,7250.229064419265,,,40823.36184920758,310257.5500539776,
359,583,US27019,MINNESOTA,CARVER,2023,5,936.78990524806,8,249973.23801834328,42093.42199562737,,194.5006395660023,,,68909.83480146238,688.5540365233011
360,585,US36117,NEW YORK,WAYNE,2020,4,1651.0220983581678,7,104830.76448548956,24766.17285518593,,166.92219067231542,,,33447.941141784075,
361,586,US17047,ILLINOIS,EDWARDS,2020,4,587.2085811928032,7,186216.21866806972,,,,,,75033.33907884352,9797.606843809815
